행정동,20대매출_2020억,20대매출_2021억,20대매출_2022억,20대매출_2023억,20대매출_2024억,20대비중_2020%,20대비중_2021%,20대비중_2022%,20대비중_2023%,20대비중_2024%,20대성장률_2019v2020%,20대성장률_2020v2021%,20대성장률_2021v2022%,20대성장률_2022v2023%,20대성장률_2023v2024%,z_매출규모_2020,z_매출규모_2021,z_매출규모_2022,z_매출규모_2023,z_매출규모_2024,z_매출비중_2020,z_매출비중_2021,z_매출비중_2022,z_매출비중_2023,z_매출비중_2024,z_성장률_2020v2021,z_성장률_2021v2022,z_성장률_2022v2023,z_성장률_2023v2024
원효로2동,143.7,91.6,65.0,44.5,44.0,3.25,4.21,3.57,2.18,2.03,,-36.3,-29.0,-31.6,-1.0,-0.236,-0.361,-0.407,-0.439,-0.416,-1.279,-1.097,-1.072,-1.15,-1.092,-2.035,-1.909,-2.078,1.023
월계1동,168.7,137.7,156.6,152.9,125.8,22.3,16.83,16.69,15.58,13.54,,-18.4,13.7,-2.3,-17.8,-0.184,-0.266,-0.224,-0.208,-0.229,1.409,0.885,0.988,1.057,0.939,-1.286,1.305,0.69,-0.606
월계2동,17.3,17.1,17.6,14.2,13.9,9.02,7.29,8.36,7.18,6.74,,-0.8,3.0,-19.8,-1.4,-0.501,-0.514,-0.502,-0.503,-0.486,-0.465,-0.613,-0.32,-0.326,-0.261,-0.549,0.499,-0.963,0.984
월계3동,19.5,27.9,18.0,16.1,14.8,9.52,8.48,5.6,4.93,4.37,,43.1,-35.3,-10.9,-8.1,-0.496,-0.492,-0.501,-0.499,-0.484,-0.394,-0.426,-0.753,-0.697,-0.679,1.287,-2.384,-0.123,0.334
월곡1동,37.4,60.5,52.9,45.6,35.8,7.44,8.95,7.66,6.4,4.78,,61.9,-12.6,-13.6,-21.5,-0.459,-0.425,-0.431,-0.436,-0.435,-0.688,-0.352,-0.429,-0.455,-0.607,2.074,-0.675,-0.378,-0.965
월곡2동,134.4,144.9,154.7,136.6,119.4,15.15,12.06,12.53,11.33,10.57,,7.8,6.8,-11.7,-12.6,-0.256,-0.252,-0.227,-0.243,-0.243,0.4,0.136,0.335,0.357,0.415,-0.19,0.785,-0.198,-0.102
위례동,15.5,28.0,27.3,22.9,19.0,13.52,12.45,9.93,8.21,6.85,,80.5,-2.6,-16.0,-17.2,-0.505,-0.492,-0.482,-0.485,-0.474,0.17,0.197,-0.073,-0.157,-0.242,2.852,0.078,-0.604,-0.548
은천동,181.3,195.6,176.0,159.6,142.0,12.8,12.38,11.19,9.47,9.34,,7.9,-10.0,-9.3,-11.1,-0.158,-0.147,-0.185,-0.194,-0.192,0.068,0.186,0.125,0.051,0.197,-0.186,-0.479,0.028,0.044
을지로동,591.9,764.6,872.3,730.8,658.4,6.43,8.4,8.93,7.95,7.09,,29.2,14.1,-16.2,-9.9,0.702,1.022,1.209,1.022,0.994,-0.83,-0.439,-0.23,-0.199,-0.2,0.706,1.335,-0.623,0.16
응봉동,2.0,5.6,4.5,4.2,4.6,3.64,5.75,4.32,3.78,4.31,,173.0,-19.8,-6.8,11.1,-0.533,-0.538,-0.528,-0.524,-0.507,-1.224,-0.855,-0.954,-0.886,-0.69,3.196,-1.217,0.265,2.196
응암1동,156.3,163.4,169.8,154.0,135.4,10.75,9.96,9.87,8.95,8.11,,4.5,3.9,-9.3,-12.1,-0.21,-0.213,-0.197,-0.206,-0.207,-0.221,-0.194,-0.083,-0.035,-0.02,-0.328,0.567,0.028,-0.053
응암2동,27.0,42.5,26.0,27.6,20.5,7.7,5.4,4.19,3.74,3.03,,57.3,-38.7,5.9,-25.7,-0.481,-0.462,-0.485,-0.475,-0.47,-0.651,-0.91,-0.974,-0.893,-0.916,1.881,-2.64,1.464,-1.372
응암3동,182.7,185.8,181.8,157.1,134.3,11.25,10.29,9.88,8.06,6.82,,1.7,-2.2,-13.6,-14.5,-0.155,-0.167,-0.173,-0.199,-0.209,-0.15,-0.142,-0.081,-0.181,-0.247,-0.445,0.108,-0.378,-0.286
이문1동,269.5,252.5,293.8,299.0,273.5,31.47,27.37,28.89,27.0,25.59,,-6.3,16.4,1.8,-8.5,0.027,-0.03,0.051,0.103,0.11,2.702,2.54,2.903,2.938,3.065,-0.78,1.508,1.077,0.296
이문2동,26.4,25.4,21.4,19.1,18.6,9.99,8.11,6.77,5.62,5.55,,-3.9,-15.7,-10.9,-2.5,-0.482,-0.497,-0.494,-0.493,-0.475,-0.328,-0.484,-0.569,-0.583,-0.471,-0.679,-0.908,-0.123,0.877
이촌1동,70.8,73.1,68.0,58.5,46.9,5.61,5.36,5.09,4.14,3.45,,3.3,-7.0,-13.9,-19.8,-0.389,-0.399,-0.401,-0.409,-0.41,-0.946,-0.916,-0.833,-0.827,-0.842,-0.378,-0.253,-0.406,-0.8
이촌2동,27.1,23.9,13.6,23.1,12.3,12.9,10.83,5.44,7.78,4.94,,-11.8,-43.1,69.4,-46.6,-0.48,-0.5,-0.51,-0.484,-0.489,0.083,-0.057,-0.778,-0.227,-0.579,-1.01,-2.961,3.462,-2.844
이태원1동,695.1,701.1,994.4,679.4,685.4,31.89,29.51,30.06,23.8,22.99,,0.9,41.8,-31.7,0.9,0.918,0.892,1.453,0.912,1.056,2.761,2.876,3.087,2.411,2.606,-0.478,2.828,-2.087,1.207
이태원2동,99.8,143.8,148.3,110.7,105.4,21.98,22.9,21.0,17.09,15.65,,44.1,3.1,-25.4,-4.7,-0.328,-0.254,-0.24,-0.298,-0.276,1.363,1.838,1.665,1.306,1.311,1.329,0.507,-1.492,0.664
이화동,285.3,278.9,314.8,302.1,260.8,26.61,23.22,22.35,20.34,17.78,,-2.2,12.9,-4.0,-13.7,0.06,0.024,0.093,0.109,0.081,2.017,1.888,1.877,1.841,1.687,-0.608,1.245,0.529,-0.208
인수동,58.9,66.9,60.7,46.1,45.5,9.29,8.28,7.26,5.65,5.38,,13.4,-9.2,-24.0,-1.5,-0.414,-0.412,-0.416,-0.435,-0.413,-0.427,-0.458,-0.492,-0.578,-0.501,0.045,-0.419,-1.36,0.974
인헌동,217.8,238.5,233.6,227.6,184.5,18.77,15.66,14.68,13.3,11.3,,9.5,-2.0,-2.6,-19.0,-0.081,-0.059,-0.07,-0.049,-0.094,0.911,0.701,0.673,0.682,0.543,-0.119,0.123,0.661,-0.722
일원1동,122.1,105.8,113.1,111.5,90.3,12.92,10.69,10.69,9.23,7.03,,-13.3,6.9,-1.4,-19.0,-0.282,-0.332,-0.311,-0.296,-0.31,0.085,-0.079,0.046,0.011,-0.21,-1.072,0.793,0.775,-0.722
일원2동,14.0,17.3,13.1,10.9,8.8,14.25,11.38,7.47,6.06,5.23,,23.8,-24.5,-16.7,-19.4,-0.508,-0.514,-0.511,-0.51,-0.497,0.273,0.029,-0.459,-0.511,-0.528,0.48,-1.571,-0.67,-0.761
일원본동,45.6,41.4,38.0,34.8,26.9,12.32,10.21,8.15,7.02,5.95,,-9.1,-8.4,-8.3,-22.7,-0.442,-0.464,-0.461,-0.459,-0.456,0.001,-0.155,-0.353,-0.353,-0.401,-0.897,-0.359,0.123,-1.081
자양1동,151.2,154.9,149.4,143.2,135.9,12.16,10.84,10.08,8.97,8.04,,2.4,-3.5,-4.2,-5.1,-0.221,-0.231,-0.238,-0.229,-0.206,-0.022,-0.056,-0.05,-0.031,-0.032,-0.416,0.01,0.51,0.625
자양2동,66.0,73.3,65.5,58.7,46.1,11.11,9.87,8.58,7.49,6.48,,11.1,-10.7,-10.4,-21.4,-0.399,-0.399,-0.406,-0.408,-0.412,-0.17,-0.208,-0.285,-0.275,-0.307,-0.052,-0.532,-0.075,-0.955
자양3동,468.0,275.0,215.9,299.3,276.8,28.64,18.21,14.01,16.14,15.26,,-41.2,-21.5,38.6,-7.5,0.443,0.016,-0.105,0.104,0.118,2.303,1.102,0.567,1.149,1.242,-2.24,-1.345,3.462,0.393
자양4동,369.4,390.5,429.6,428.3,377.5,27.38,26.55,25.25,23.55,21.04,,5.7,10.0,-0.3,-11.9,0.236,0.253,0.323,0.378,0.349,2.125,2.411,2.332,2.37,2.262,-0.278,1.026,0.879,-0.034
잠실2동,73.2,117.2,147.5,146.4,161.7,5.39,6.25,7.65,6.06,6.17,,60.0,25.9,-0.8,10.5,-0.384,-0.308,-0.242,-0.222,-0.146,-0.977,-0.776,-0.431,-0.511,-0.362,1.994,2.223,0.831,2.138
잠실3동,148.4,220.1,126.6,161.5,250.9,12.22,11.41,9.46,8.47,9.26,,48.3,-42.5,27.6,55.3,-0.226,-0.097,-0.284,-0.19,0.058,-0.013,0.034,-0.147,-0.114,0.183,1.505,-2.926,3.462,3.576
잠실4동,17.2,30.6,26.9,24.1,20.5,5.6,6.97,5.57,4.65,3.97,,77.8,-12.2,-10.3,-14.9,-0.501,-0.486,-0.483,-0.482,-0.47,-0.947,-0.663,-0.758,-0.743,-0.75,2.739,-0.645,-0.066,-0.325
잠실6동,1235.1,1484.4,266.4,1393.4,1952.9,24.24,24.83,14.99,20.55,18.31,,20.2,-82.1,423.1,40.1,2.049,2.502,-0.004,2.431,3.966,1.682,2.141,0.721,1.876,1.78,0.329,-2.961,3.462,3.576
잠실7동,2.6,7.9,7.9,6.9,7.6,1.51,3.2,3.13,3.36,3.98,,207.3,0.8,-13.0,9.7,-0.532,-0.533,-0.521,-0.519,-0.5,-1.524,-1.255,-1.141,-0.955,-0.748,3.196,0.334,-0.321,2.06
잠실본동,781.2,810.0,918.8,871.2,776.8,17.46,14.93,14.88,13.24,12.26,,3.7,13.4,-5.2,-10.8,1.099,1.116,1.302,1.32,1.266,0.726,0.587,0.704,0.672,0.713,-0.361,1.282,0.416,0.073
잠원동,320.0,323.8,335.8,332.2,272.1,13.04,11.8,11.22,10.42,8.42,,1.2,3.7,-1.1,-18.1,0.133,0.116,0.135,0.174,0.107,0.102,0.095,0.129,0.207,0.035,-0.466,0.552,0.803,-0.635
장안1동,281.2,333.2,306.3,271.4,229.6,6.54,6.63,5.7,4.33,3.55,,18.5,-8.1,-11.4,-15.4,0.052,0.136,0.076,0.044,0.01,-0.815,-0.717,-0.737,-0.796,-0.824,0.258,-0.336,-0.17,-0.373
장안2동,206.7,239.2,201.4,187.7,171.8,6.97,6.95,5.95,5.2,4.46,,15.7,-15.8,-6.8,-8.5,-0.104,-0.058,-0.134,-0.134,-0.123,-0.754,-0.666,-0.698,-0.652,-0.664,0.141,-0.916,0.265,0.296
장위1동,33.6,43.2,40.7,41.0,34.3,9.95,10.43,8.9,8.26,7.56,,28.7,-5.8,0.7,-16.2,-0.467,-0.461,-0.456,-0.446,-0.439,-0.334,-0.12,-0.235,-0.148,-0.117,0.685,-0.163,0.973,-0.451
장위2동,30.2,32.1,32.3,28.5,25.0,6.53,6.24,6.01,5.26,4.51,,6.3,0.8,-12.0,-12.1,-0.474,-0.483,-0.472,-0.473,-0.46,-0.816,-0.778,-0.689,-0.643,-0.655,-0.252,0.334,-0.227,-0.053
장위3동,16.3,23.2,21.2,15.5,9.4,5.84,6.3,7.13,5.74,2.59,,42.8,-8.7,-26.9,-39.1,-0.503,-0.502,-0.495,-0.5,-0.496,-0.913,-0.769,-0.513,-0.563,-0.994,1.274,-0.381,-1.634,-2.671
장지동,79.8,83.9,76.7,66.4,53.9,7.94,6.97,5.9,4.85,4.06,,5.1,-8.6,-13.4,-18.9,-0.37,-0.377,-0.384,-0.392,-0.394,-0.617,-0.663,-0.706,-0.71,-0.734,-0.303,-0.374,-0.359,-0.713
장충동,60.8,73.5,83.0,80.6,72.0,9.8,8.45,8.6,8.25,8.25,,20.8,13.0,-2.9,-10.7,-0.41,-0.398,-0.371,-0.362,-0.352,-0.355,-0.431,-0.282,-0.15,0.005,0.354,1.252,0.633,0.082
전농1동,221.6,264.6,214.9,247.1,221.5,20.4,14.17,16.26,15.42,12.03,,19.4,-18.8,14.9,-10.3,-0.073,-0.005,-0.107,-0.008,-0.009,1.141,0.467,0.921,1.031,0.672,0.296,-1.142,2.314,0.121
전농2동,60.4,55.0,57.7,50.4,43.8,12.94,9.02,8.37,7.64,7.37,,-8.9,4.9,-12.7,-13.1,-0.411,-0.436,-0.422,-0.426,-0.417,0.088,-0.341,-0.318,-0.251,-0.15,-0.888,0.642,-0.293,-0.15
정릉1동,36.1,45.4,49.7,38.2,30.7,9.85,11.54,10.85,8.34,7.09,,25.8,9.4,-23.1,-19.7,-0.462,-0.456,-0.438,-0.452,-0.447,-0.348,0.054,0.071,-0.135,-0.2,0.563,0.981,-1.275,-0.79
정릉2동,44.8,59.9,45.3,55.8,37.2,10.62,11.16,8.04,9.24,6.32,,33.8,-24.5,23.2,-33.2,-0.443,-0.426,-0.446,-0.415,-0.432,-0.239,-0.005,-0.37,0.013,-0.335,0.898,-1.571,3.098,-2.099
정릉3동,48.2,60.7,68.8,62.4,62.6,16.24,14.98,15.65,13.01,13.32,,25.9,13.4,-9.3,0.3,-0.436,-0.425,-0.399,-0.401,-0.374,0.554,0.594,0.825,0.634,0.9,0.567,1.282,0.028,1.149
정릉4동,67.1,80.1,78.9,68.3,64.3,9.47,9.26,8.76,7.48,7.18,,19.5,-1.5,-13.4,-5.9,-0.397,-0.385,-0.379,-0.388,-0.37,-0.401,-0.304,-0.257,-0.277,-0.184,0.3,0.161,-0.359,0.548
제기동,381.7,600.1,599.6,590.8,535.2,2.38,2.59,2.52,2.17,1.72,,57.2,-0.1,-1.5,-9.4,0.262,0.684,0.663,0.724,0.711,-1.401,-1.351,-1.236,-1.151,-1.147,1.877,0.266,0.765,0.208
조원동,228.4,245.6,222.0,212.6,196.0,12.63,10.26,9.55,8.74,7.98,,7.5,-9.6,-4.3,-7.8,-0.059,-0.045,-0.093,-0.081,-0.068,0.045,-0.147,-0.133,-0.069,-0.042,-0.202,-0.449,0.501,0.364
종로1·2·3·4가동,1900.1,2285.7,2340.9,2186.1,2123.4,12.87,11.71,10.67,9.47,9.23,,20.3,2.4,-6.6,-2.9,3.442,4.149,4.148,4.118,4.357,0.078,0.081,0.043,0.051,0.178,0.333,0.454,0.283,0.839
종로5·6가동,254.2,276.7,321.1,340.7,307.5,7.77,7.09,7.84,7.82,7.18,,8.8,16.1,6.1,-9.7,-0.005,0.019,0.106,0.192,0.188,-0.641,-0.644,-0.401,-0.221,-0.184,-0.148,1.486,1.483,0.179
종암동,129.0,135.0,129.1,116.1,103.5,11.08,9.48,8.4,7.63,6.3,,4.7,-4.3,-10.1,-10.9,-0.267,-0.272,-0.279,-0.286,-0.28,-0.174,-0.269,-0.313,-0.252,-0.339,-0.319,-0.05,-0.047,0.063
중계1동,19.4,17.9,11.9,11.1,10.4,4.82,4.38,2.88,2.38,2.2,,-7.7,-33.3,-7.3,-6.0,-0.497,-0.513,-0.513,-0.51,-0.494,-1.057,-1.07,-1.18,-1.117,-1.062,-0.838,-2.233,0.217,0.538
중계2·3동,336.3,105.4,125.9,129.4,125.6,6.67,5.72,5.83,5.64,5.88,,-68.6,19.4,2.8,-2.9,0.167,-0.333,-0.285,-0.258,-0.229,-0.796,-0.86,-0.717,-0.58,-0.413,-2.58,1.734,1.171,0.839
중계4동,98.9,116.8,108.4,103.8,85.1,9.66,9.2,8.09,5.73,4.87,,18.1,-7.2,-4.2,-18.1,-0.33,-0.309,-0.32,-0.312,-0.322,-0.374,-0.313,-0.362,-0.565,-0.591,0.241,-0.268,0.51,-0.635
중계본동,74.1,88.2,76.2,67.3,61.8,5.56,5.75,4.69,3.91,3.57,,19.1,-13.6,-11.7,-8.2,-0.382,-0.368,-0.385,-0.39,-0.376,-0.953,-0.855,-0.896,-0.865,-0.821,0.283,-0.75,-0.198,0.325
중곡1동,153.2,149.3,168.1,156.4,160.4,9.16,8.25,8.49,7.27,7.21,,-2.5,12.6,-7.0,2.6,-0.216,-0.242,-0.201,-0.201,-0.149,-0.445,-0.462,-0.299,-0.311,-0.178,-0.621,1.222,0.246,1.372
중곡2동,168.9,185.2,161.3,135.1,122.8,11.73,11.54,10.25,8.58,7.8,,9.6,-12.9,-16.2,-9.2,-0.184,-0.169,-0.214,-0.246,-0.236,-0.082,0.054,-0.023,-0.096,-0.074,-0.114,-0.698,-0.623,0.228
중곡3동,81.0,102.2,93.6,72.5,58.9,13.44,12.97,11.26,9.2,7.72,,26.2,-8.3,-22.6,-18.7,-0.368,-0.339,-0.35,-0.379,-0.382,0.159,0.279,0.136,0.006,-0.088,0.58,-0.351,-1.228,-0.693
중곡4동,148.9,155.2,148.1,117.1,106.7,11.95,11.88,10.95,8.02,8.16,,4.2,-4.5,-21.0,-8.8,-0.225,-0.23,-0.241,-0.284,-0.273,-0.051,0.108,0.087,-0.188,-0.011,-0.34,-0.065,-1.077,0.267
중림동,68.6,76.9,78.1,77.7,76.4,6.76,8.02,7.59,6.85,5.88,,12.2,1.5,-0.5,-1.6,-0.394,-0.391,-0.381,-0.368,-0.342,-0.784,-0.498,-0.44,-0.381,-0.413,-0.006,0.386,0.86,0.965
중앙동,234.0,263.1,246.1,224.4,190.6,18.42,17.64,16.17,14.63,12.72,,12.4,-6.5,-8.8,-15.1,-0.047,-0.009,-0.045,-0.056,-0.08,0.861,1.012,0.907,0.901,0.794,0.003,-0.216,0.076,-0.344
중화1동,41.9,44.4,33.9,35.7,26.7,8.09,7.53,5.71,4.38,3.22,,5.9,-23.6,5.2,-25.2,-0.449,-0.458,-0.469,-0.457,-0.456,-0.596,-0.575,-0.736,-0.787,-0.882,-0.269,-1.503,1.398,-1.324
중화2동,156.9,166.8,160.6,140.0,114.5,11.99,10.95,10.03,8.12,7.44,,6.3,-3.7,-12.8,-18.2,-0.209,-0.206,-0.216,-0.235,-0.255,-0.046,-0.038,-0.057,-0.171,-0.138,-0.252,-0.005,-0.302,-0.645
증산동,31.7,31.9,39.3,30.6,26.1,7.63,7.22,7.09,4.9,4.73,,0.7,22.9,-22.0,-14.7,-0.471,-0.484,-0.458,-0.468,-0.458,-0.661,-0.624,-0.519,-0.702,-0.616,-0.487,1.997,-1.171,-0.305
진관동,87.8,96.0,99.5,94.9,74.8,10.42,8.92,7.42,6.62,5.57,,9.3,3.6,-4.6,-21.2,-0.353,-0.352,-0.338,-0.331,-0.346,-0.267,-0.357,-0.467,-0.419,-0.468,-0.127,0.545,0.472,-0.936
창1동,156.9,146.0,141.3,125.3,107.8,15.69,13.99,13.08,11.24,9.68,,-6.9,-3.2,-11.3,-14.0,-0.209,-0.249,-0.254,-0.267,-0.27,0.476,0.439,0.421,0.342,0.257,-0.805,0.033,-0.16,-0.238
창2동,58.9,70.4,57.1,51.7,44.5,8.2,8.19,6.62,6.15,5.38,,19.6,-18.9,-9.5,-14.0,-0.414,-0.405,-0.423,-0.423,-0.415,-0.58,-0.472,-0.593,-0.496,-0.501,0.304,-1.149,0.01,-0.238
창3동,35.4,40.7,36.7,35.7,27.2,7.65,6.83,5.87,5.38,4.07,,15.0,-9.9,-2.8,-23.8,-0.463,-0.466,-0.464,-0.457,-0.455,-0.658,-0.685,-0.71,-0.623,-0.732,0.112,-0.472,0.642,-1.188
창4동,157.4,77.7,74.5,69.9,69.4,18.28,10.96,9.51,8.13,7.73,,-50.6,-4.1,-6.2,-0.7,-0.208,-0.39,-0.388,-0.385,-0.358,0.841,-0.037,-0.139,-0.17,-0.087,-2.58,-0.035,0.321,1.052
창5동,178.7,215.2,197.4,167.9,156.0,11.82,9.42,8.4,7.15,6.62,,20.4,-8.2,-15.0,-7.1,-0.163,-0.107,-0.142,-0.176,-0.159,-0.07,-0.279,-0.313,-0.331,-0.282,0.337,-0.344,-0.51,0.431
창신1동,175.4,223.9,202.0,151.9,166.9,6.64,7.82,5.99,4.76,5.78,,27.6,-9.8,-24.8,9.9,-0.17,-0.089,-0.133,-0.21,-0.134,-0.8,-0.53,-0.692,-0.725,-0.431,0.639,-0.464,-1.436,2.08
창신2동,47.4,46.5,45.9,42.4,40.1,12.21,9.76,8.97,8.13,7.7,,-2.0,-1.3,-7.5,-5.4,-0.438,-0.454,-0.445,-0.443,-0.425,-0.015,-0.225,-0.224,-0.17,-0.092,-0.6,0.176,0.198,0.596
창신3동,4.0,3.2,2.3,1.7,1.9,27.49,19.37,13.62,9.76,9.34,,-17.9,-29.6,-24.2,7.2,-0.529,-0.543,-0.533,-0.53,-0.513,2.141,1.284,0.506,0.099,0.197,-1.265,-1.955,-1.379,1.818
천연동,38.8,46.6,47.3,45.7,33.0,7.53,6.47,6.41,5.65,4.64,,20.1,1.6,-3.6,-27.7,-0.456,-0.454,-0.442,-0.436,-0.442,-0.675,-0.742,-0.626,-0.578,-0.632,0.325,0.394,0.567,-1.566
천호1동,119.5,83.3,76.2,74.3,65.3,12.58,8.14,7.02,6.51,5.61,,-30.3,-8.5,-2.5,-12.0,-0.287,-0.378,-0.385,-0.375,-0.368,0.037,-0.48,-0.53,-0.437,-0.461,-1.784,-0.366,0.671,-0.044
천호2동,674.4,611.3,594.2,522.3,473.3,14.15,11.75,9.52,8.89,8.16,,-9.4,-2.8,-12.1,-9.4,0.875,0.707,0.652,0.578,0.569,0.259,0.087,-0.137,-0.045,-0.011,-0.909,0.063,-0.236,0.208
천호3동,243.0,226.7,226.2,212.4,199.3,21.11,16.0,16.34,14.4,13.3,,-6.7,-0.2,-6.1,-6.2,-0.028,-0.083,-0.084,-0.081,-0.06,1.241,0.755,0.933,0.863,0.896,-0.796,0.258,0.331,0.519
청구동,72.8,75.9,37.2,30.8,22.5,13.16,17.46,9.55,7.58,5.41,,4.2,-50.9,-17.2,-26.9,-0.385,-0.393,-0.463,-0.468,-0.466,0.119,0.984,-0.133,-0.26,-0.496,-0.34,-2.961,-0.718,-1.488
청담동,1376.5,1316.6,1258.2,1067.3,1006.4,14.05,12.67,11.49,9.99,9.07,,-4.4,-4.4,-15.2,-5.7,2.345,2.157,1.981,1.737,1.793,0.245,0.232,0.172,0.137,0.15,-0.7,-0.058,-0.529,0.567
청량리동,241.2,211.4,170.3,147.2,140.2,16.75,11.35,8.69,7.05,6.45,,-12.3,-19.5,-13.5,-4.8,-0.032,-0.115,-0.196,-0.22,-0.196,0.626,0.024,-0.268,-0.348,-0.312,-1.031,-1.194,-0.368,0.654
청룡동,1061.7,685.1,621.1,538.6,446.9,26.21,19.71,18.75,16.9,15.51,,-35.5,-9.3,-13.3,-17.0,1.686,0.859,0.706,0.613,0.508,1.96,1.337,1.312,1.275,1.286,-2.001,-0.427,-0.349,-0.528
청림동,9.5,10.0,9.0,7.9,6.1,7.36,5.71,4.87,4.23,3.99,,6.0,-10.0,-12.6,-23.0,-0.517,-0.529,-0.519,-0.516,-0.503,-0.699,-0.861,-0.867,-0.812,-0.746,-0.265,-0.479,-0.283,-1.11
청운효자동,142.7,207.9,208.5,200.4,203.9,20.52,21.25,20.48,19.46,19.28,,45.7,0.3,-3.9,1.8,-0.238,-0.122,-0.12,-0.107,-0.049,1.157,1.579,1.583,1.696,1.951,1.396,0.296,0.539,1.294
청파동,201.7,308.5,335.6,329.0,267.7,18.62,20.29,20.02,18.88,16.67,,53.0,8.8,-2.0,-18.6,-0.115,0.085,0.135,0.167,0.097,0.889,1.428,1.511,1.601,1.491,1.701,0.936,0.718,-0.684
충현동,132.8,137.0,141.5,117.5,105.1,12.87,11.49,11.25,9.1,8.15,,3.2,3.2,-17.0,-10.5,-0.259,-0.268,-0.254,-0.283,-0.276,0.078,0.046,0.134,-0.01,-0.012,-0.382,0.514,-0.699,0.102
평창동,20.5,23.0,19.3,16.2,12.6,5.35,5.21,5.47,4.42,3.68,,11.8,-16.1,-16.0,-22.3,-0.494,-0.502,-0.499,-0.499,-0.489,-0.982,-0.94,-0.773,-0.781,-0.801,-0.022,-0.938,-0.604,-1.042
풍납1동,27.9,25.0,22.0,16.5,13.8,7.07,5.52,4.98,3.85,3.4,,-10.5,-11.8,-25.0,-16.3,-0.479,-0.498,-0.493,-0.498,-0.486,-0.74,-0.891,-0.85,-0.875,-0.851,-0.955,-0.615,-1.454,-0.461
풍납2동,63.7,65.5,63.3,51.7,39.5,7.43,5.59,5.56,4.73,3.92,,2.9,-3.5,-18.4,-23.5,-0.404,-0.415,-0.41,-0.423,-0.427,-0.689,-0.88,-0.759,-0.73,-0.759,-0.395,0.01,-0.831,-1.159
필동,172.7,190.9,244.4,257.1,249.8,18.31,17.13,18.76,18.04,16.97,,10.5,28.0,5.2,-2.8,-0.176,-0.157,-0.048,0.014,0.056,0.846,0.932,1.313,1.462,1.544,-0.077,2.381,1.398,0.848
하계1동,142.7,150.5,129.0,99.0,90.6,6.37,6.42,5.44,4.23,3.97,,5.4,-14.3,-23.3,-8.5,-0.238,-0.24,-0.279,-0.323,-0.31,-0.839,-0.75,-0.778,-0.812,-0.75,-0.29,-0.803,-1.294,0.296
하계2동,11.2,9.8,7.5,6.2,6.6,6.93,7.17,8.63,6.36,5.83,,-12.0,-24.0,-16.4,5.9,-0.514,-0.529,-0.522,-0.52,-0.502,-0.76,-0.632,-0.277,-0.461,-0.422,-1.018,-1.533,-0.642,1.692
한강로동,2836.4,2535.7,1752.8,1647.6,1510.2,7.41,6.81,5.77,6.1,6.22,,-10.6,-30.9,-6.0,-8.3,5.402,4.663,2.971,2.972,2.949,-0.692,-0.688,-0.726,-0.504,-0.353,-0.959,-2.053,0.34,0.315
한남동,630.7,714.0,748.7,705.7,672.1,22.17,22.21,20.18,18.4,17.75,,13.2,4.9,-5.7,-4.8,0.783,0.918,0.961,0.968,1.025,1.39,1.73,1.536,1.522,1.681,0.036,0.642,0.368,0.654
합정동,687.9,483.0,536.5,500.3,475.0,29.56,23.62,21.67,20.34,17.21,,-29.8,11.1,-6.8,-5.0,0.903,0.444,0.537,0.531,0.573,2.433,1.951,1.77,1.841,1.586,-1.763,1.109,0.265,0.635
항동,,1.1,0.7,0.6,0.3,,12.9,9.42,6.37,5.0,,,-31.6,-19.0,-52.8,-0.288,-0.547,-0.536,-0.532,-0.517,-0.236,0.268,-0.153,-0.46,-0.568,-0.106,-2.105,-0.888,-2.844
행당1동,220.3,229.8,232.1,219.7,203.7,15.89,16.31,15.32,13.49,12.36,,4.3,1.0,-5.3,-7.3,-0.076,-0.077,-0.073,-0.066,-0.05,0.504,0.803,0.773,0.713,0.73,-0.336,0.349,0.406,0.412
행당2동,26.8,21.8,17.3,13.0,13.0,5.6,9.5,7.68,5.53,5.42,,-18.7,-20.7,-24.9,0.4,-0.481,-0.505,-0.503,-0.506,-0.488,-0.947,-0.266,-0.426,-0.598,-0.494,-1.298,-1.285,-1.445,1.159
행운동,267.9,292.9,277.7,243.1,202.2,18.86,17.99,16.91,15.34,13.25,,9.3,-5.2,-12.5,-16.8,0.024,0.053,0.019,-0.016,-0.053,0.923,1.067,1.023,1.018,0.887,-0.127,-0.118,-0.274,-0.509
혜화동,539.2,524.8,641.4,683.5,636.8,34.06,31.28,31.03,29.84,28.63,,-2.7,22.2,6.6,-6.8,0.592,0.529,0.747,0.921,0.944,3.067,3.154,3.239,3.406,3.601,-0.629,1.945,1.53,0.461
홍은1동,33.5,50.3,41.4,33.7,25.1,6.39,6.03,5.02,3.72,2.96,,50.5,-17.8,-18.7,-25.5,-0.467,-0.446,-0.454,-0.462,-0.46,-0.836,-0.811,-0.844,-0.896,-0.928,1.597,-1.066,-0.859,-1.353
홍은2동,63.8,69.3,78.6,77.6,69.0,10.88,9.21,8.66,7.98,7.83,,8.7,13.4,-1.3,-11.2,-0.404,-0.407,-0.38,-0.368,-0.359,-0.202,-0.312,-0.272,-0.195,-0.069,-0.152,1.282,0.784,0.034
홍제1동,58.3,65.1,62.6,61.7,54.3,10.49,8.58,7.67,7.08,6.59,,11.8,-3.8,-1.4,-12.0,-0.415,-0.416,-0.412,-0.402,-0.393,-0.257,-0.411,-0.428,-0.343,-0.288,-0.022,-0.012,0.775,-0.044
